שנה,סעיף תקציבי,כותרת סעיף,גוף נתמך,מספר גוף,סוג גוף,סכום שאושר,סכום שהועבר,כתובת (מגיידסטאר / רשם החברות),עיר,מיקוד
2010,19310350,מוזיאונים - תמיכה,אגודת שוחרי מוזיאון האדם והחי,580004794,association,"₪222,645","₪222,645",הפארק הלאומי ת.ד. 947 רמת גן 52109,רמת גן,
2013,19420218,מוזיאונים - תמיכה,אגודת שוחרי מוזיאון האדם והחי,580004794,association,"₪216,134","₪216,134",הפארק הלאומי ת.ד. 947 רמת גן 52109,רמת גן,
2012,19420218,,אגודת שוחרי מוזיאון האדם והחי,580004794,association,"₪209,012","₪209,012",הפארק הלאומי ת.ד. 947 רמת גן 52109,רמת גן,
2011,19310350,מוזיאונים - תמיכה,אגודת שוחרי מוזיאון האדם והחי,580004794,association,"₪207,563","₪207,563",הפארק הלאומי ת.ד. 947 רמת גן 52109,רמת גן,
2016,19420207,קבוצות תאטרון,אדם-נוף - בית בגליל (ער),580345403,association,"₪782,971","₪782,971",אצל אלה יונגמן אבירים 25183,אבירים,
2015,19420207,קבוצות תאטרון,אדם-נוף - בית בגליל (ער),580345403,association,"₪592,308","₪592,308",אצל אלה יונגמן אבירים 25183,אבירים,
2014,19420207,קבוצות תאטרון,אדם-נוף - בית בגליל (ער),580345403,association,"₪585,514","₪585,514",אצל אלה יונגמן אבירים 25183,אבירים,
2013,19420207,קבוצות תאטרון,אדם-נוף - בית בגליל (ער),580345403,association,"₪501,967","₪501,967",אצל אלה יונגמן אבירים 25183,אבירים,
2012,19420207,,אדם-נוף - בית בגליל (ער),580345403,association,"₪408,870","₪408,870",אצל אלה יונגמן אבירים 25183,אבירים,
2011,19310332,קבוצות תיאטרון פרוייקטים ויוזמות - תמיכה,אדם-נוף - בית בגליל (ער),580345403,association,"₪359,009","₪359,009",אצל אלה יונגמן אבירים 25183,אבירים,
2010,19310332,קבוצות תיאטרון פרוייקטים ויוזמות - תמיכה,אדם-נוף - בית בגליל (ער),580345403,association,"₪248,640","₪248,640",אצל אלה יונגמן אבירים 25183,אבירים,
2009,19310332,קבוצות תיאטרון פרוייקטים ויוזמות - תמיכה,אדם-נוף - בית בגליל (ער),580345403,association,"₪151,227","₪151,227",אצל אלה יונגמן אבירים 25183,אבירים,
2011,19310340,תמיכה לשיפוצים במוסדות תרבות,אדם-נוף - בית בגליל (ער),580345403,association,"₪100,000","₪100,000",אצל אלה יונגמן אבירים 25183,אבירים,
2014,19420235,תרבות בנגב,אדם-נוף - בית בגליל (ער),580345403,association,"₪91,095","₪91,095",אצל אלה יונגמן אבירים 25183,אבירים,
2012,19420235,,אדם-נוף - בית בגליל (ער),580345403,association,"₪90,674","₪90,674",אצל אלה יונגמן אבירים 25183,אבירים,
2012,19420210,,אדם-נוף - בית בגליל (ער),580345403,association,"₪80,000",₪0,אצל אלה יונגמן אבירים 25183,אבירים,
2009,19310340,תמיכה לשיפוצים במוסדות תרבות,אדם-נוף - בית בגליל (ער),580345403,association,"₪80,000","₪80,000",אצל אלה יונגמן אבירים 25183,אבירים,
2013,19420235,תרבות בנגב,אדם-נוף - בית בגליל (ער),580345403,association,"₪78,234","₪78,234",אצל אלה יונגמן אבירים 25183,אבירים,
2011,19310376,"ב""ש והנגב",אדם-נוף - בית בגליל (ער),580345403,association,"₪61,322","₪61,322",אצל אלה יונגמן אבירים 25183,אבירים,
2015,19420235,תרבות בנגב,אדם-נוף - בית בגליל (ער),580345403,association,"₪20,000","₪20,000",אצל אלה יונגמן אבירים 25183,אבירים,
2016,19420231,תרבות בקהילה תמיכה,אהבי - העמותה לקידום אמנות העם ביש,580538015,association,"₪123,783","₪123,783",מבוא לולב 19 יחיאל שריג יהוד-מונוסון 5640320,יהוד-מונוסון,
2008,19310350,מוזיאונים - תמיכה,אהל מאנה כץ,580015410,association,"₪84,181","₪84,181",יפה נוף 89 חיפה 3464111,חיפה,
2009,19310350,מוזיאונים - תמיכה,אהל מאנה כץ,580015410,association,"₪37,748","₪37,748",יפה נוף 89 חיפה 3464111,חיפה,
2008,19310345,מוסדות תרבות מדע ומחקר,אהלי פלמח,,,"₪12,001","₪12,000",#N/A,לא ידוע,
2016,19420218,מוזיאונים - תמיכה,אוניברסיטת חיפה,510720253,university,"₪548,930","₪548,930","שדרות אבא חושי 199, חיפה, 3498838 ",חיפה,
2010,19310350,מוזיאונים - תמיכה,אוניברסיטת חיפה,510720253,university,"₪538,969","₪538,969","שדרות אבא חושי 199, חיפה, 3498838 ",חיפה,
2014,19420218,מוזיאונים - תמיכה,אוניברסיטת חיפה,510720253,university,"₪524,855","₪524,855","שדרות אבא חושי 199, חיפה, 3498838 ",חיפה,
2015,19420218,מוזיאונים - תמיכה,אוניברסיטת חיפה,510720253,university,"₪516,582","₪516,582","שדרות אבא חושי 199, חיפה, 3498838 ",חיפה,
2013,19420218,מוזיאונים - תמיכה,אוניברסיטת חיפה,510720253,university,"₪509,673","₪509,673","שדרות אבא חושי 199, חיפה, 3498838 ",חיפה,
2012,19420218,,אוניברסיטת חיפה,510720253,university,"₪498,859","₪498,859","שדרות אבא חושי 199, חיפה, 3498838 ",חיפה,
2011,19310350,מוזיאונים - תמיכה,אוניברסיטת חיפה,510720253,university,"₪472,431","₪472,431","שדרות אבא חושי 199, חיפה, 3498838 ",חיפה,
2009,19310350,מוזיאונים - תמיכה,אוניברסיטת חיפה,510720253,university,"₪462,255","₪462,255","שדרות אבא חושי 199, חיפה, 3498838 ",חיפה,
2008,19310350,מוזיאונים - תמיכה,אוניברסיטת חיפה,510720253,university,"₪438,005","₪438,005","שדרות אבא חושי 199, חיפה, 3498838 ",חיפה,
2008,19310356,אמנות פלסטית,אוניברסיטת חיפה,510720253,university,"₪50,000","₪50,000","שדרות אבא חושי 199, חיפה, 3498838 ",חיפה,
2016,19420228,חוק הקולנוע,אוניברסיטת תל-אביב אגודה.,תל אביב,,"₪616,719","₪616,719",#N/A,תל אביב - יפו,
2015,19420228,חוק הקולנוע,אוניברסיטת תל-אביב אגודה.,,,"₪487,031","₪487,031",#N/A,תל אביב - יפו,
2013,19420228,חוק הקולנוע,אוניברסיטת תל-אביב אגודה.,,,"₪460,994","₪460,994",#N/A,תל אביב - יפו,
2014,19420228,חוק הקולנוע,אוניברסיטת תל-אביב אגודה.,,,"₪454,192","₪454,192",#N/A,תל אביב - יפו,
2008,19310363,חוק הקולנוע,אוניברסיטת תל-אביב אגודה.,,,"₪291,591","₪291,591",#N/A,תל אביב - יפו,
2009,19310363,חוק הקולנוע,אוניברסיטת תל-אביב אגודה.,,,"₪256,050","₪256,050",#N/A,תל אביב - יפו,
2011,19310363,חוק הקולנוע,אוניברסיטת תל-אביב אגודה.,,,"₪233,119","₪233,119",#N/A,תל אביב - יפו,
2010,19310363,חוק הקולנוע,אוניברסיטת תל-אביב אגודה.,,,"₪203,029","₪203,029",#N/A,תל אביב - יפו,
2012,19420228,,אוניברסיטת תל-אביב אגודה.,,,"₪104,440","₪104,440",#N/A,תל אביב - יפו,
2011,19310355,ספריות תמיכות,אופק לילדינו (ער),580297406,association,"₪74,309","₪74,309",דגל ראובן 8 ירושלים 9543308,ירושלים,
2012,19420223,,אופק לילדינו (ער),580297406,association,₪0,₪0,דגל ראובן 8 ירושלים 9543308,ירושלים,
2010,19310374,מוסדות תרבות תורנית - תמיכה,אוצר הפוסקים,580020998,association,"₪600,000","₪600,000",תורה מציון 3 ירושלים 9440103,ירושלים,
2011,19310374,מוסדות תרבות תורנית - תמיכה,אוצר הפוסקים,580020998,association,"₪578,874","₪578,874",תורה מציון 3 ירושלים 9440103,ירושלים,
2012,19420234,,אוצר הפוסקים,580020998,association,"₪505,162","₪505,162",תורה מציון 3 ירושלים 9440103,ירושלים,
2013,19420234,מוסדות תרבות תורנית,אוצר הפוסקים,580020998,association,"₪480,936","₪480,936",תורה מציון 3 ירושלים 9440103,ירושלים,
2009,19310374,מוסדות תרבות תורנית - תמיכה,אוצר הפוסקים,580020998,association,"₪353,019","₪353,019",תורה מציון 3 ירושלים 9440103,ירושלים,
2016,19420234,מוסדות תרבות תורנית,אוצר הפוסקים,580020998,association,"₪340,145","₪340,145",תורה מציון 3 ירושלים 9440103,ירושלים,
2014,19420234,מוסדות תרבות תורנית,אוצר הפוסקים,580020998,association,"₪327,552","₪327,552",תורה מציון 3 ירושלים 9440103,ירושלים,
2008,19310374,מוסדות תרבות תורנית - תמיכה,אוצר הפוסקים,580020998,association,"₪282,482","₪282,482",תורה מציון 3 ירושלים 9440103,ירושלים,
2015,19420234,מוסדות תרבות תורנית,אוצר הפוסקים,580020998,association,"₪270,684","₪270,684",תורה מציון 3 ירושלים 9440103,ירושלים,
2009,19310374,מוסדות תרבות תורנית - תמיכה,אוצר מפרשי התלמוד,580046191,association,"₪205,928","₪205,928",גלעד 12 ירושלים 9751512,ירושלים,
2008,19310374,מוסדות תרבות תורנית - תמיכה,אוצר מפרשי התלמוד,580046191,association,"₪199,804","₪199,804",גלעד 12 ירושלים 9751512,ירושלים,
2010,19310374,מוסדות תרבות תורנית - תמיכה,אוצר מפרשי התלמוד,580046191,association,"₪184,967","₪184,967",גלעד 12 ירושלים 9751512,ירושלים,
2011,19310374,מוסדות תרבות תורנית - תמיכה,אוצר מפרשי התלמוד,580046191,association,"₪144,718","₪144,718",גלעד 12 ירושלים 9751512,ירושלים,
2012,19420234,,אוצרות שלמה להוצאת וההדרת כתבי מרן,580270163,association,"₪477,098","₪477,098",הרב בלוי 10ה' שלום אליעזר רוטר ירושלים 97363,ירושלים,
2011,19310374,מוסדות תרבות תורנית - תמיכה,אוצרות שלמה להוצאת וההדרת כתבי מרן,580270163,association,"₪468,888","₪468,888",הרב בלוי 10ה' שלום אליעזר רוטר ירושלים 97363,ירושלים,
2015,19420234,מוסדות תרבות תורנית,אוצרות שלמה להוצאת וההדרת כתבי מרן,580270163,association,"₪434,080","₪434,080",הרב בלוי 10ה' שלום אליעזר רוטר ירושלים 97363,ירושלים,
2016,19420234,מוסדות תרבות תורנית,אוצרות שלמה להוצאת וההדרת כתבי מרן,580270163,association,"₪413,948","₪413,948",הרב בלוי 10ה' שלום אליעזר רוטר ירושלים 97363,ירושלים,
2013,19420234,מוסדות תרבות תורנית,אוצרות שלמה להוצאת וההדרת כתבי מרן,580270163,association,"₪409,683","₪409,683",הרב בלוי 10ה' שלום אליעזר רוטר ירושלים 97363,ירושלים,
2014,19420234,מוסדות תרבות תורנית,אוצרות שלמה להוצאת וההדרת כתבי מרן,580270163,association,"₪383,521","₪383,521",הרב בלוי 10ה' שלום אליעזר רוטר ירושלים 97363,ירושלים,
2010,19310374,מוסדות תרבות תורנית - תמיכה,אוצרות שלמה להוצאת וההדרת כתבי מרן,580270163,association,"₪231,000","₪231,000",הרב בלוי 10ה' שלום אליעזר רוטר ירושלים 97363,ירושלים,
